Produto;Codigo_do_produto;Descricao_do_produto;Tamanho;Codigo_do_tamanho;Quantidade_de_vendas;Valor_do_pedido;Negocio;Genero;Cor;Codigo_da_cor;Data_da_venda
Tênis;PRD4907;Tênis Comfort;40;TAM40;30;R$ 284,92;Social;Feminino;Amarelo;CORAMA;25/10/2024
Tênis;PRD2897;Tênis Max;41;TAM41;12;R$ 446,75;Social;Masculino;Bege;CORBEG;17/11/2024
Papete;PRD3482;Papete Pro;43;TAM43;75;R$ 498,10;Social;Masculino;Cinza;CORCIN;09/06/2024
Sandália;PRD6384;Sandália Max;39;TAM39;51;R$ 618,12;Aventura;Infantil;Bege;CORBEG;16/06/2024
Bota;PRD1337;Bota Pro;42;TAM42;43;R$ 637,18;Infantil;Feminino;Vermelho;CORVER;26/08/2024
Sapatênis;PRD6517;Sapatênis Lite;41;TAM41;53;R$ 726,77;Esportivo;Unissex;Preto;CORPRE;10/12/2024
Sapato;PRD2924;Sapato Flex;37;TAM37;90;R$ 742,10;Aventura;Infantil;Cinza;CORCIN;16/02/2024
Mocassim;PRD1391;Mocassim Flex;41;TAM41;6;R$ 561,63;Infantil;Unissex;Verde;CORVER;19/11/2024
Mocassim;PRD7858;Mocassim Runner;35;TAM35;97;R$ 571,12;Aventura;Infantil;Preto;CORPRE;13/01/2025
Bota;PRD1122;Bota Comfort;34;TAM34;66;R$ 795,63;Aventura;Feminino;Cinza;CORCIN;23/08/2024
Sandália;PRD3018;Sandália Urban;40;TAM40;18;R$ 137,22;Esportivo;Masculino;Vermelho;CORVER;09/09/2024
Crocs;PRD2582;Crocs Runner;44;TAM44;89;R$ 338,45;Social;Unissex;Marrom;CORMAR;11/03/2024
Chinelo;PRD7974;Chinelo Comfort;39;TAM39;23;R$ 396,27;Casual;Infantil;Amarelo;CORAMA;19/02/2024
Chuteira;PRD2876;Chuteira Flex;36;TAM36;44;R$ 115,00;Social;Masculino;Marrom;CORMAR;31/07/2024
Crocs;PRD1343;Crocs Comfort;35;TAM35;31;R$ 361,90;Casual;Infantil;Marrom;CORMAR;26/11/2024
Sandália;PRD6162;Sandália Pro;42;TAM42;7;R$ 601,02;Esportivo;Infantil;Cinza;CORCIN;28/07/2024
Chuteira;PRD9924;Chuteira Runner;44;TAM44;64;R$ 553,20;Casual;Masculino;Marrom;CORMAR;31/01/2024
Sapatênis;PRD7748;Sapatênis Runner;35;TAM35;7;R$ 595,24;Social;Infantil;Vermelho;CORVER;05/01/2024
Sapatênis;PRD2192;Sapatênis Runner;39;TAM39;67;R$ 126,14;Aventura;Unissex;Marrom;CORMAR;05/03/2024
Crocs;PRD8676;Crocs Pro;37;TAM37;66;R$ 751,50;Infantil;Unissex;Verde;CORVER;28/01/2025
Tênis;PRD2010;Tênis Lite;42;TAM42;59;R$ 687,63;Infantil;Unissex;Branco;CORBRA;24/04/2024
Bota;PRD1261;Bota Lite;37;TAM37;75;R$ 798,79;Social;Unissex;Bege;CORBEG;04/08/2024
Crocs;PRD6073;Crocs Lite;39;TAM39;1;R$ 717,29;Aventura;Unissex;Amarelo;CORAMA;04/03/2024
Tênis;PRD3250;Tênis Runner;40;TAM40;2;R$ 531,05;Casual;Infantil;Amarelo;CORAMA;25/11/2024
Sandália;PRD3332;Sandália Pro;37;TAM37;63;R$ 616,27;Infantil;Masculino;Preto;CORPRE;20/12/2024
Papete;PRD6037;Papete Flex;37;TAM37;64;R$ 688,48;Casual;Unissex;Bege;CORBEG;10/12/2024
Sapatênis;PRD2402;Sapatênis Lite;36;TAM36;38;R$ 320,37;Aventura;Unissex;Marrom;CORMAR;27/01/2024
Bota;PRD3198;Bota Runner;35;TAM35;82;R$ 360,55;Infantil;Unissex;Verde;CORVER;30/01/2024
Mocassim;PRD6641;Mocassim Runner;34;TAM34;64;R$ 725,20;Aventura;Feminino;Branco;CORBRA;13/01/2024
Chuteira;PRD6536;Chuteira Max;37;TAM37;58;R$ 106,36;Aventura;Feminino;Cinza;CORCIN;12/11/2024
Tênis;PRD3858;Tênis Urban;34;TAM34;61;R$ 329,47;Casual;Masculino;Cinza;CORCIN;17/10/2024
Chinelo;PRD5853;Chinelo Urban;36;TAM36;60;R$ 349,90;Aventura;Feminino;Preto;CORPRE;11/02/2024
Bota;PRD2207;Bota Lite;35;TAM35;99;R$ 368,92;Esportivo;Feminino;Rosa;CORROS;06/05/2024
Tênis;PRD9880;Tênis Urban;42;TAM42;99;R$ 336,15;Aventura;Unissex;Vermelho;CORVER;09/11/2024
Mocassim;PRD5649;Mocassim Lite;43;TAM43;15;R$ 417,15;Aventura;Feminino;Rosa;CORROS;27/12/2024
Bota;PRD4207;Bota Runner;39;TAM39;7;R$ 248,80;Aventura;Masculino;Marrom;CORMAR;10/06/2024
Sapatênis;PRD7284;Sapatênis Urban;38;TAM38;29;R$ 741,71;Aventura;Unissex;Rosa;CORROS;16/05/2024
Papete;PRD2874;Papete Comfort;43;TAM43;12;R$ 240,02;Esportivo;Feminino;Vermelho;CORVER;31/01/2024
Mocassim;PRD3890;Mocassim Urban;43;TAM43;91;R$ 454,80;Aventura;Feminino;Marrom;CORMAR;30/09/2024
Sandália;PRD2104;Sandália Lite;38;TAM38;98;R$ 738,27;Casual;Masculino;Branco;CORBRA;08/05/2024
Chuteira;PRD3657;Chuteira Lite;44;TAM44;66;R$ 524,30;Aventura;Unissex;Cinza;CORCIN;09/04/2024
Crocs;PRD3899;Crocs Comfort;37;TAM37;91;R$ 484,03;Casual;Infantil;Preto;CORPRE;20/01/2025
Mocassim;PRD3889;Mocassim Lite;41;TAM41;98;R$ 327,22;Aventura;Feminino;Bege;CORBEG;02/12/2024
Sandália;PRD8203;Sandália Comfort;41;TAM41;97;R$ 221,63;Social;Masculino;Amarelo;CORAMA;25/10/2024
Crocs;PRD2187;Crocs Comfort;35;TAM35;5;R$ 269,18;Casual;Infantil;Preto;CORPRE;06/04/2024
Crocs;PRD1959;Crocs Urban;40;TAM40;93;R$ 319,14;Casual;Feminino;Vermelho;CORVER;24/01/2025
Chuteira;PRD2729;Chuteira Flex;41;TAM41;25;R$ 132,96;Infantil;Masculino;Marrom;CORMAR;03/05/2024
Chinelo;PRD9382;Chinelo Urban;44;TAM44;31;R$ 572,54;Infantil;Unissex;Marrom;CORMAR;14/01/2025
Sapato;PRD2506;Sapato Pro;37;TAM37;14;R$ 639,77;Casual;Masculino;Branco;CORBRA;14/05/2024
Chuteira;PRD4412;Chuteira Runner;39;TAM39;32;R$ 568,86;Aventura;Feminino;Bege;CORBEG;15/03/2024
Sapato;PRD4059;Sapato Runner;34;TAM34;52;R$ 687,17;Esportivo;Infantil;Verde;CORVER;25/11/2024
Chuteira;PRD8418;Chuteira Pro;35;TAM35;99;R$ 400,25;Esportivo;Masculino;Verde;CORVER;20/12/2024
Bota;PRD9291;Bota Max;42;TAM42;8;R$ 141,96;Esportivo;Infantil;Amarelo;CORAMA;18/05/2024
Crocs;PRD5237;Crocs Flex;43;TAM43;87;R$ 579,12;Aventura;Feminino;Azul;CORAZU;13/06/2024
Bota;PRD8628;Bota Runner;43;TAM43;17;R$ 342,19;Infantil;Feminino;Branco;CORBRA;03/08/2024
Mocassim;PRD4677;Mocassim Runner;34;TAM34;12;R$ 485,34;Casual;Unissex;Amarelo;CORAMA;11/03/2024
Papete;PRD9656;Papete Flex;36;TAM36;37;R$ 707,43;Social;Masculino;Marrom;CORMAR;21/12/2024
Tênis;PRD5396;Tênis Urban;36;TAM36;65;R$ 454,01;Infantil;Masculino;Cinza;CORCIN;01/12/2024
Crocs;PRD5468;Crocs Lite;42;TAM42;6;R$ 386,09;Infantil;Unissex;Amarelo;CORAMA;03/03/2024
Chuteira;PRD4201;Chuteira Pro;37;TAM37;2;R$ 237,03;Casual;Unissex;Cinza;CORCIN;18/10/2024
Sandália;PRD9164;Sandália Max;40;TAM40;43;R$ 317,03;Casual;Masculino;Verde;CORVER;17/06/2024
Sandália;PRD3222;Sandália Comfort;40;TAM40;100;R$ 478,23;Casual;Feminino;Verde;CORVER;23/01/2024
Papete;PRD3764;Papete Comfort;38;TAM38;28;R$ 527,00;Social;Feminino;Preto;CORPRE;25/06/2024
Chuteira;PRD6909;Chuteira Flex;42;TAM42;38;R$ 151,52;Esportivo;Feminino;Azul;CORAZU;12/07/2024
Sandália;PRD6698;Sandália Flex;38;TAM38;14;R$ 602,03;Esportivo;Masculino;Branco;CORBRA;23/01/2024
Tênis;PRD2766;Tênis Pro;42;TAM42;27;R$ 558,28;Infantil;Feminino;Amarelo;CORAMA;15/08/2024
Mocassim;PRD8825;Mocassim Flex;42;TAM42;18;R$ 290,31;Esportivo;Masculino;Marrom;CORMAR;17/06/2024
Chinelo;PRD1020;Chinelo Pro;36;TAM36;10;R$ 710,77;Esportivo;Infantil;Cinza;CORCIN;01/12/2024
Chuteira;PRD4310;Chuteira Runner;36;TAM36;16;R$ 524,96;Casual;Unissex;Branco;CORBRA;29/02/2024
Papete;PRD1364;Papete Comfort;44;TAM44;71;R$ 638,25;Infantil;Feminino;Branco;CORBRA;20/12/2024
Crocs;PRD9394;Crocs Flex;36;TAM36;36;R$ 150,67;Esportivo;Masculino;Rosa;CORROS;17/10/2024
Sandália;PRD9595;Sandália Flex;37;TAM37;43;R$ 136,61;Aventura;Masculino;Preto;CORPRE;15/06/2024
Tênis;PRD3567;Tênis Comfort;44;TAM44;98;R$ 608,03;Infantil;Infantil;Branco;CORBRA;05/03/2024
Sandália;PRD1767;Sandália Flex;38;TAM38;7;R$ 363,96;Aventura;Infantil;Branco;CORBRA;23/11/2024
Papete;PRD7394;Papete Urban;41;TAM41;73;R$ 450,57;Esportivo;Feminino;Azul;CORAZU;06/10/2024
Sapato;PRD7219;Sapato Runner;36;TAM36;80;R$ 712,32;Infantil;Unissex;Preto;CORPRE;29/06/2024
Sapato;PRD9783;Sapato Flex;41;TAM41;21;R$ 454,14;Social;Infantil;Vermelho;CORVER;04/02/2024
Tênis;PRD3617;Tênis Max;42;TAM42;85;R$ 498,84;Aventura;Infantil;Preto;CORPRE;08/10/2024
Crocs;PRD5283;Crocs Comfort;37;TAM37;87;R$ 442,66;Social;Unissex;Cinza;CORCIN;18/01/2024
Mocassim;PRD6971;Mocassim Max;39;TAM39;26;R$ 541,08;Aventura;Infantil;Preto;CORPRE;13/05/2024
Sapato;PRD6888;Sapato Urban;38;TAM38;78;R$ 741,29;Esportivo;Infantil;Cinza;CORCIN;10/01/2025
Sapatênis;PRD7151;Sapatênis Flex;41;TAM41;19;R$ 401,92;Infantil;Feminino;Verde;CORVER;25/01/2024
Papete;PRD2096;Papete Lite;34;TAM34;94;R$ 515,91;Social;Feminino;Marrom;CORMAR;11/06/2024
Sapato;PRD2206;Sapato Pro;40;TAM40;76;R$ 595,33;Casual;Unissex;Vermelho;CORVER;06/01/2024
Papete;PRD9475;Papete Pro;37;TAM37;100;R$ 772,09;Infantil;Masculino;Amarelo;CORAMA;25/01/2024
Sapatênis;PRD6029;Sapatênis Max;43;TAM43;99;R$ 602,22;Casual;Masculino;Preto;CORPRE;07/03/2024
Papete;PRD8221;Papete Comfort;37;TAM37;91;R$ 123,30;Aventura;Infantil;Preto;CORPRE;22/07/2024
Chinelo;PRD5076;Chinelo Lite;36;TAM36;1;R$ 120,86;Infantil;Masculino;Branco;CORBRA;10/05/2024
Crocs;PRD3707;Crocs Lite;38;TAM38;6;R$ 790,37;Infantil;Masculino;Preto;CORPRE;13/06/2024
Sandália;PRD1781;Sandália Urban;44;TAM44;13;R$ 718,23;Infantil;Masculino;Preto;CORPRE;13/05/2024
Tênis;PRD5682;Tênis Comfort;38;TAM38;16;R$ 749,27;Casual;Infantil;Rosa;CORROS;30/03/2024
Crocs;PRD6895;Crocs Flex;40;TAM40;79;R$ 314,63;Social;Masculino;Cinza;CORCIN;26/12/2024
Crocs;PRD3350;Crocs Comfort;36;TAM36;65;R$ 723,99;Social;Unissex;Rosa;CORROS;13/01/2024
Sapatênis;PRD3565;Sapatênis Urban;34;TAM34;66;R$ 343,47;Casual;Unissex;Cinza;CORCIN;19/10/2024
Crocs;PRD7419;Crocs Urban;36;TAM36;33;R$ 193,41;Esportivo;Feminino;Amarelo;CORAMA;19/10/2024
Sandália;PRD8042;Sandália Comfort;37;TAM37;69;R$ 511,07;Social;Feminino;Rosa;CORROS;04/11/2024
Chinelo;PRD7191;Chinelo Flex;41;TAM41;15;R$ 582,41;Social;Unissex;Cinza;CORCIN;08/06/2024
Mocassim;PRD6469;Mocassim Lite;34;TAM34;6;R$ 349,36;Casual;Infantil;Cinza;CORCIN;29/05/2024
Sapatênis;PRD1856;Sapatênis Pro;38;TAM38;99;R$ 598,81;Aventura;Feminino;Vermelho;CORVER;06/04/2024
Papete;PRD7810;Papete Max;38;TAM38;51;R$ 375,80;Casual;Masculino;Amarelo;CORAMA;09/05/2024
Papete;PRD1331;Papete Flex;44;TAM44;69;R$ 486,74;Infantil;Infantil;Vermelho;CORVER;17/01/2025
Chuteira;PRD5680;Chuteira Runner;40;TAM40;99;R$ 347,07;Social;Unissex;Verde;CORVER;07/03/2024
Sandália;PRD1175;Sandália Urban;42;TAM42;24;R$ 149,82;Social;Unissex;Vermelho;CORVER;31/01/2024
Sandália;PRD5647;Sandália Lite;43;TAM43;28;R$ 311,45;Esportivo;Unissex;Cinza;CORCIN;15/07/2024
Bota;PRD8559;Bota Flex;34;TAM34;18;R$ 603,58;Casual;Feminino;Marrom;CORMAR;18/07/2024
Chinelo;PRD6856;Chinelo Runner;36;TAM36;66;R$ 128,29;Casual;Infantil;Amarelo;CORAMA;12/12/2024
Chinelo;PRD3512;Chinelo Pro;34;TAM34;99;R$ 142,39;Esportivo;Masculino;Preto;CORPRE;16/09/2024
Tênis;PRD6969;Tênis Comfort;34;TAM34;37;R$ 579,88;Esportivo;Masculino;Marrom;CORMAR;21/09/2024
Sandália;PRD3885;Sandália Flex;41;TAM41;8;R$ 462,63;Social;Infantil;Verde;CORVER;06/11/2024
Mocassim;PRD2043;Mocassim Comfort;37;TAM37;84;R$ 733,19;Social;Feminino;Verde;CORVER;09/02/2024
Chinelo;PRD9075;Chinelo Lite;34;TAM34;82;R$ 469,07;Esportivo;Infantil;Vermelho;CORVER;11/03/2024
Papete;PRD9780;Papete Urban;38;TAM38;97;R$ 683,18;Esportivo;Unissex;Rosa;CORROS;14/01/2024
Crocs;PRD9323;Crocs Lite;44;TAM44;1;R$ 233,19;Esportivo;Masculino;Preto;CORPRE;10/04/2024
Tênis;PRD6693;Tênis Runner;36;TAM36;99;R$ 509,71;Infantil;Feminino;Branco;CORBRA;21/02/2024
Mocassim;PRD7405;Mocassim Max;35;TAM35;98;R$ 135,16;Esportivo;Masculino;Amarelo;CORAMA;20/06/2024
Chinelo;PRD8920;Chinelo Lite;43;TAM43;76;R$ 546,04;Social;Feminino;Preto;CORPRE;13/11/2024
Sapato;PRD2943;Sapato Runner;38;TAM38;81;R$ 273,49;Casual;Feminino;Bege;CORBEG;07/07/2024
Papete;PRD2594;Papete Pro;38;TAM38;95;R$ 113,45;Aventura;Unissex;Bege;CORBEG;27/01/2025
Mocassim;PRD9464;Mocassim Comfort;43;TAM43;73;R$ 103,83;Aventura;Unissex;Branco;CORBRA;05/04/2024
Chuteira;PRD6655;Chuteira Pro;39;TAM39;33;R$ 152,03;Esportivo;Infantil;Marrom;CORMAR;30/01/2025
Crocs;PRD1990;Crocs Pro;35;TAM35;96;R$ 461,87;Aventura;Feminino;Branco;CORBRA;03/11/2024
Bota;PRD1157;Bota Lite;43;TAM43;62;R$ 143,02;Infantil;Masculino;Bege;CORBEG;22/04/2024
Chuteira;PRD6785;Chuteira Max;41;TAM41;22;R$ 145,04;Infantil;Infantil;Preto;CORPRE;27/07/2024
Papete;PRD2700;Papete Urban;40;TAM40;65;R$ 299,15;Infantil;Infantil;Marrom;CORMAR;05/06/2024
Sapatênis;PRD9787;Sapatênis Comfort;37;TAM37;97;R$ 161,51;Casual;Masculino;Bege;CORBEG;23/05/2024
Chinelo;PRD2285;Chinelo Pro;42;TAM42;54;R$ 588,76;Aventura;Infantil;Amarelo;CORAMA;29/05/2024
Tênis;PRD9976;Tênis Flex;44;TAM44;13;R$ 263,54;Aventura;Feminino;Bege;CORBEG;11/07/2024
Sandália;PRD2351;Sandália Urban;40;TAM40;72;R$ 526,04;Casual;Unissex;Vermelho;CORVER;07/05/2024
Sapato;PRD4138;Sapato Urban;41;TAM41;21;R$ 436,34;Casual;Unissex;Preto;CORPRE;06/09/2024
Sandália;PRD6805;Sandália Urban;38;TAM38;40;R$ 644,45;Infantil;Infantil;Rosa;CORROS;06/07/2024
Sapatênis;PRD9731;Sapatênis Pro;34;TAM34;9;R$ 116,10;Infantil;Unissex;Bege;CORBEG;04/01/2024
Bota;PRD4401;Bota Lite;42;TAM42;63;R$ 174,97;Casual;Masculino;Preto;CORPRE;26/09/2024
Bota;PRD6271;Bota Comfort;42;TAM42;70;R$ 317,69;Casual;Masculino;Preto;CORPRE;04/05/2024
Bota;PRD6546;Bota Lite;34;TAM34;23;R$ 213,62;Social;Infantil;Verde;CORVER;08/03/2024
Tênis;PRD1031;Tênis Max;42;TAM42;38;R$ 576,82;Esportivo;Infantil;Cinza;CORCIN;18/06/2024
Tênis;PRD9917;Tênis Max;34;TAM34;20;R$ 124,18;Infantil;Unissex;Cinza;CORCIN;29/01/2025
Sapato;PRD8950;Sapato Pro;38;TAM38;40;R$ 414,87;Casual;Infantil;Azul;CORAZU;08/12/2024
Papete;PRD4200;Papete Lite;34;TAM34;69;R$ 364,88;Casual;Feminino;Cinza;CORCIN;05/06/2024
Sandália;PRD7508;Sandália Lite;42;TAM42;34;R$ 205,25;Infantil;Feminino;Azul;CORAZU;29/04/2024
Chinelo;PRD2364;Chinelo Max;39;TAM39;99;R$ 287,75;Esportivo;Feminino;Rosa;CORROS;11/01/2025
Crocs;PRD1029;Crocs Lite;42;TAM42;11;R$ 573,14;Social;Masculino;Cinza;CORCIN;01/07/2024
Crocs;PRD5282;Crocs Pro;43;TAM43;52;R$ 387,49;Esportivo;Feminino;Verde;CORVER;21/01/2025
Papete;PRD3988;Papete Flex;39;TAM39;90;R$ 292,95;Infantil;Feminino;Vermelho;CORVER;30/01/2025
Papete;PRD1769;Papete Urban;36;TAM36;79;R$ 687,45;Aventura;Unissex;Rosa;CORROS;08/12/2024
Sandália;PRD2347;Sandália Flex;42;TAM42;95;R$ 575,14;Infantil;Masculino;Verde;CORVER;17/05/2024
Papete;PRD1105;Papete Urban;42;TAM42;22;R$ 221,58;Social;Infantil;Cinza;CORCIN;26/08/2024
Sapatênis;PRD1751;Sapatênis Urban;38;TAM38;52;R$ 261,89;Social;Masculino;Marrom;CORMAR;24/06/2024
Crocs;PRD4103;Crocs Max;44;TAM44;5;R$ 108,33;Aventura;Feminino;Amarelo;CORAMA;11/01/2025
Papete;PRD5668;Papete Max;42;TAM42;33;R$ 621,86;Social;Unissex;Vermelho;CORVER;23/08/2024
Chinelo;PRD4183;Chinelo Max;44;TAM44;36;R$ 417,94;Esportivo;Masculino;Rosa;CORROS;08/11/2024
Sapato;PRD4955;Sapato Comfort;39;TAM39;91;R$ 415,65;Aventura;Unissex;Bege;CORBEG;26/12/2024
Papete;PRD6457;Papete Runner;39;TAM39;89;R$ 339,84;Casual;Infantil;Amarelo;CORAMA;29/07/2024
Sapato;PRD6003;Sapato Lite;34;TAM34;30;R$ 417,04;Esportivo;Masculino;Bege;CORBEG;30/09/2024
Chinelo;PRD8312;Chinelo Urban;41;TAM41;62;R$ 263,81;Casual;Unissex;Preto;CORPRE;08/08/2024
Bota;PRD2314;Bota Comfort;35;TAM35;52;R$ 393,00;Aventura;Masculino;Verde;CORVER;28/08/2024
Chuteira;PRD7470;Chuteira Flex;42;TAM42;93;R$ 147,64;Infantil;Infantil;Vermelho;CORVER;09/08/2024
Sandália;PRD2733;Sandália Comfort;42;TAM42;24;R$ 482,78;Infantil;Masculino;Cinza;CORCIN;25/06/2024
Chuteira;PRD1095;Chuteira Max;35;TAM35;22;R$ 510,46;Social;Infantil;Branco;CORBRA;09/11/2024
Chuteira;PRD3491;Chuteira Runner;38;TAM38;4;R$ 111,89;Infantil;Masculino;Bege;CORBEG;16/03/2024
Chuteira;PRD7330;Chuteira Urban;41;TAM41;56;R$ 338,98;Infantil;Feminino;Preto;CORPRE;25/11/2024
Crocs;PRD6294;Crocs Urban;40;TAM40;82;R$ 102,51;Casual;Infantil;Branco;CORBRA;15/01/2024
Chinelo;PRD6259;Chinelo Comfort;36;TAM36;24;R$ 318,87;Esportivo;Masculino;Vermelho;CORVER;26/12/2024
Chinelo;PRD5533;Chinelo Flex;37;TAM37;32;R$ 449,51;Infantil;Infantil;Bege;CORBEG;04/02/2024
Sapato;PRD9042;Sapato Flex;38;TAM38;22;R$ 329,87;Social;Feminino;Preto;CORPRE;01/12/2024
Sandália;PRD4950;Sandália Lite;43;TAM43;10;R$ 305,18;Esportivo;Feminino;Bege;CORBEG;25/01/2024
Tênis;PRD4641;Tênis Lite;36;TAM36;2;R$ 297,42;Aventura;Unissex;Cinza;CORCIN;17/03/2024
Tênis;PRD3096;Tênis Runner;35;TAM35;52;R$ 351,65;Infantil;Masculino;Cinza;CORCIN;27/05/2024
Chuteira;PRD4415;Chuteira Urban;43;TAM43;88;R$ 787,78;Infantil;Masculino;Verde;CORVER;10/06/2024
Papete;PRD7529;Papete Flex;37;TAM37;21;R$ 182,68;Aventura;Infantil;Marrom;CORMAR;22/01/2024
Mocassim;PRD7032;Mocassim Lite;36;TAM36;13;R$ 570,06;Infantil;Masculino;Branco;CORBRA;20/06/2024
Tênis;PRD6320;Tênis Pro;34;TAM34;9;R$ 187,91;Social;Unissex;Bege;CORBEG;20/12/2024
Sapato;PRD3525;Sapato Urban;44;TAM44;85;R$ 748,96;Esportivo;Masculino;Verde;CORVER;25/05/2024
Chuteira;PRD2552;Chuteira Runner;42;TAM42;1;R$ 532,82;Social;Infantil;Rosa;CORROS;26/07/2024
Sapato;PRD6334;Sapato Pro;36;TAM36;79;R$ 455,63;Esportivo;Unissex;Amarelo;CORAMA;24/08/2024
Sandália;PRD7690;Sandália Runner;41;TAM41;33;R$ 334,98;Aventura;Masculino;Marrom;CORMAR;24/02/2024
Chuteira;PRD2651;Chuteira Pro;40;TAM40;82;R$ 204,26;Casual;Unissex;Rosa;CORROS;03/02/2024
Chuteira;PRD8430;Chuteira Runner;39;TAM39;25;R$ 179,82;Casual;Feminino;Cinza;CORCIN;25/02/2024
Crocs;PRD2522;Crocs Lite;38;TAM38;73;R$ 397,13;Infantil;Unissex;Vermelho;CORVER;04/11/2024
Sandália;PRD4514;Sandália Lite;42;TAM42;48;R$ 773,61;Aventura;Infantil;Vermelho;CORVER;08/01/2024
Papete;PRD6057;Papete Lite;37;TAM37;28;R$ 131,32;Infantil;Infantil;Bege;CORBEG;17/06/2024
Sandália;PRD5098;Sandália Lite;39;TAM39;60;R$ 606,65;Esportivo;Masculino;Bege;CORBEG;07/11/2024
Bota;PRD3020;Bota Flex;36;TAM36;29;R$ 528,25;Aventura;Masculino;Marrom;CORMAR;04/03/2024
Chinelo;PRD6821;Chinelo Runner;41;TAM41;72;R$ 753,50;Aventura;Feminino;Amarelo;CORAMA;06/01/2025
Sandália;PRD3154;Sandália Runner;38;TAM38;12;R$ 373,68;Casual;Infantil;Bege;CORBEG;03/05/2024
Sandália;PRD8494;Sandália Max;36;TAM36;89;R$ 196,60;Casual;Feminino;Marrom;CORMAR;22/10/2024
Sapato;PRD7494;Sapato Max;34;TAM34;78;R$ 326,64;Social;Infantil;Rosa;CORROS;24/09/2024
Mocassim;PRD8042;Mocassim Comfort;44;TAM44;84;R$ 792,10;Aventura;Unissex;Azul;CORAZU;15/05/2024
Chuteira;PRD6866;Chuteira Runner;36;TAM36;63;R$ 455,95;Infantil;Infantil;Amarelo;CORAMA;15/01/2024
Papete;PRD4138;Papete Urban;34;TAM34;47;R$ 654,93;Infantil;Infantil;Marrom;CORMAR;18/09/2024
Chinelo;PRD1386;Chinelo Lite;37;TAM37;8;R$ 700,67;Infantil;Infantil;Branco;CORBRA;09/10/2024
Papete;PRD5789;Papete Comfort;38;TAM38;77;R$ 732,71;Esportivo;Infantil;Vermelho;CORVER;10/08/2024
Tênis;PRD5221;Tênis Runner;37;TAM37;26;R$ 528,03;Aventura;Unissex;Amarelo;CORAMA;18/04/2024
Sandália;PRD1451;Sandália Comfort;43;TAM43;6;R$ 511,06;Casual;Masculino;Preto;CORPRE;22/10/2024
Chuteira;PRD8535;Chuteira Flex;43;TAM43;25;R$ 211,53;Esportivo;Feminino;Amarelo;CORAMA;23/09/2024
Papete;PRD6229;Papete Urban;35;TAM35;25;R$ 406,06;Infantil;Infantil;Vermelho;CORVER;12/11/2024
Chinelo;PRD1969;Chinelo Lite;38;TAM38;71;R$ 405,49;Infantil;Infantil;Cinza;CORCIN;19/06/2024
Bota;PRD5993;Bota Urban;35;TAM35;30;R$ 311,21;Aventura;Feminino;Vermelho;CORVER;26/06/2024
Crocs;PRD1613;Crocs Flex;36;TAM36;42;R$ 318,94;Esportivo;Infantil;Rosa;CORROS;04/11/2024
Sapatênis;PRD5831;Sapatênis Pro;34;TAM34;10;R$ 767,56;Casual;Feminino;Preto;CORPRE;01/01/2025
Mocassim;PRD2401;Mocassim Lite;40;TAM40;75;R$ 246,53;Aventura;Infantil;Cinza;CORCIN;07/12/2024
Bota;PRD8206;Bota Comfort;38;TAM38;35;R$ 119,15;Casual;Masculino;Branco;CORBRA;05/02/2024
Papete;PRD1734;Papete Max;44;TAM44;25;R$ 353,23;Esportivo;Unissex;Marrom;CORMAR;11/02/2024
Bota;PRD3649;Bota Comfort;36;TAM36;92;R$ 597,92;Infantil;Infantil;Cinza;CORCIN;05/04/2024
Sapato;PRD7814;Sapato Lite;41;TAM41;34;R$ 557,73;Infantil;Masculino;Rosa;CORROS;12/05/2024
Mocassim;PRD2573;Mocassim Lite;43;TAM43;82;R$ 558,79;Casual;Feminino;Preto;CORPRE;18/01/2025
Bota;PRD9650;Bota Urban;36;TAM36;36;R$ 293,35;Esportivo;Feminino;Rosa;CORROS;02/08/2024
Chuteira;PRD8021;Chuteira Flex;34;TAM34;34;R$ 142,93;Esportivo;Feminino;Marrom;CORMAR;30/04/2024
Bota;PRD2831;Bota Runner;34;TAM34;57;R$ 794,27;Aventura;Masculino;Azul;CORAZU;09/01/2024
Crocs;PRD3280;Crocs Flex;44;TAM44;31;R$ 692,89;Social;Infantil;Marrom;CORMAR;08/03/2024
Mocassim;PRD7582;Mocassim Max;42;TAM42;58;R$ 787,25;Aventura;Unissex;Cinza;CORCIN;23/11/2024
Crocs;PRD9908;Crocs Comfort;43;TAM43;67;R$ 453,41;Casual;Infantil;Marrom;CORMAR;25/01/2025
Sandália;PRD6489;Sandália Max;34;TAM34;31;R$ 213,69;Casual;Feminino;Azul;CORAZU;01/09/2024
Chinelo;PRD3288;Chinelo Comfort;37;TAM37;81;R$ 689,77;Casual;Masculino;Rosa;CORROS;23/01/2025
Chinelo;PRD6774;Chinelo Urban;44;TAM44;1;R$ 326,31;Casual;Unissex;Bege;CORBEG;29/05/2024
Chinelo;PRD2321;Chinelo Pro;35;TAM35;31;R$ 697,20;Casual;Feminino;Bege;CORBEG;13/12/2024
Mocassim;PRD2441;Mocassim Urban;35;TAM35;65;R$ 475,32;Infantil;Unissex;Amarelo;CORAMA;07/08/2024
Crocs;PRD5814;Crocs Pro;44;TAM44;65;R$ 362,06;Infantil;Unissex;Azul;CORAZU;10/01/2024
Papete;PRD2840;Papete Pro;38;TAM38;99;R$ 483,72;Aventura;Unissex;Azul;CORAZU;09/03/2024
